lat_bin_center,lon_bin_center,fishing_days,fishing_hours,fishing_kwh
-45.375,-65.875,6,28.15444444444445,20483.849986854904
-45.625,-67.125,3,2.046527777777778,1589.6152920005798
-45.375,-65.375,1,0.71875,558.2802264067187
-44.625,-62.625,2,27.524444444444423,43559.12650063429
-42.625,-59.375,11,127.29972222222227,170144.493483307
-39.125,-56.625,4,62.64180555555552,85547.25535878586
-48.625,-63.375,20,107.91833333333335,123087.10404171087
-48.625,-61.125,7,43.132638888888934,48031.70298620034
-47.625,-62.125,3,10.898472222222223,12883.327344535548
-42.375,-58.625,1,4.191111111111112,7024.103374159242
-43.125,-59.875,6,24.203333333333312,40563.63833491805
-46.125,-63.125,2,26.871111111111112,46168.28516409297
-45.375,-63.625,3,21.07486111111109,36209.52604260206
-45.875,-62.875,1,3.1127777777777776,5348.182719451144
-41.125,-57.375,9,59.995694444444446,63414.96534603644
-42.625,-59.125,6,23.34625,24488.995116155857
-46.625,-65.875,3,26.84513888888889,45313.03047596237
-41.625,-58.625,1,5.919722222222223,6737.99865727757
-44.375,-62.375,10,28.959999999999994,33594.22109094114
-52.375,-65.625,3,8.58125,9767.426376985937
-42.625,-59.375,6,22.612638888888892,24054.356415829352
-52.125,-63.875,3,7.741944444444446,9588.273221307614
-52.375,-65.125,4,16.03111111111111,18859.7665160061
-52.625,-64.125,13,59.48291666666664,86679.65074903726
-44.125,-63.125,6,18.630277777777774,18915.642819623292
-50.125,-63.875,1,2.4445833333333344,3624.354261159528
-45.375,-61.625,2,18.218055555555555,17527.432165839822
-40.125,-57.875,2,23.77777777777778,25340.958847700007
-40.625,-59.625,2,26.817916666666672,39443.46801311102
-47.125,-61.375,5,78.81180555555554,89377.6541998544
-40.625,-57.375,5,78.36930555555556,104368.67187172912
-44.375,-61.125,1,16.45180555555556,22410.67539962552
-45.375,-61.375,2,3.4149999999999996,3872.8295455348493
-49.875,-66.625,2,3.6009722222222234,2358.8714940912346
-44.375,-62.625,1,0.23736111111111113,396.23267473064163
-45.125,-62.125,1,0.27194444444444443,453.96347403311665
-40.875,-62.125,2,23.842638888888903,39801.09688296379
-53.625,-64.375,1,0.22777777777777777,1313.8588410692778
-48.375,-61.125,9,36.73777777777775,120103.09196176364
-44.625,-64.125,2,3.5037499999999997,2412.0271241787295
-42.125,-59.125,1,1.3958333333333333,1450.445629898542
-51.125,-68.625,2,1.5211111111111109,1167.3862677313969
-54.625,-62.125,11,16.251944444444433,57338.589784157804
-53.875,-62.875,30,155.95111111111157,568331.3507434045
-41.125,-59.875,1,5.063055555555555,6439.152029359133
-43.875,-64.125,1,1.7816666666666665,1383.8876800667415
-42.625,-59.875,1,3.2337500000000006,3360.2712040724127
-47.625,-65.875,1,0.13597222222222222,149.43139323957777
-49.375,-62.125,1,0.8423611111111109,1248.889755919125
-53.625,-67.375,1,0.3501388888888889,339.8333854836786
-39.875,-58.625,4,20.636388888888888,17631.95563494384
-43.375,-59.875,2,26.521527777777774,38552.579234383105
-41.375,-60.375,5,52.54611111111113,75734.33694088126
-40.625,-57.875,13,105.75722222222221,106559.9653196685
-38.125,-55.625,8,112.3563888888889,131592.930952787
-42.375,-58.875,26,256.8793055555557,284633.8146567341
-41.125,-58.375,7,16.236805555555556,15588.938714347218
-38.375,-56.875,3,31.137638888888876,30073.087410077776
-40.125,-58.375,16,354.83208333333323,333071.8010699626
-43.125,-63.375,23,514.4233333333333,763237.7676254495
-41.875,-61.375,74,1255.0119444444447,1613677.6688924765
-44.125,-62.875,71,4119.1620833333345,6254810.78270164
-42.375,-61.125,11,123.20291666666665,180355.34637099653
-42.875,-60.125,1,0.8569444444444445,1171.908103229278
-42.375,-61.625,11,675.281527777778,1107643.9909711166
-40.625,-58.875,9,32.669583333333335,38802.25132651453
-42.625,-60.125,1,0.48208333333333336,659.2695342477834
-38.125,-56.125,2,3.1815277777777777,4271.913636975601
-38.375,-56.125,5,51.12777777777779,63776.8732290402
-40.875,-56.875,14,50.004999999999995,55851.55518519554
-41.625,-60.375,54,1287.7169444444444,1826945.1609212896
-41.125,-62.625,1,3.907222222222223,6874.7536281486255
-41.375,-61.375,11,46.47763888888889,66551.30823430732
-47.625,-64.125,3,14.742083333333335,24972.24161152853
-47.125,-62.875,46,435.317638888889,786493.1240712827
-45.875,-65.625,1,0.6720833333333333,851.9325598155792
-39.875,-58.875,6,35.649027777777775,27660.309873942548
-45.125,-65.125,4,4.247916666666667,3301.822060994162
-47.625,-63.625,38,217.1348611111111,307380.7335646238
-51.625,-67.375,1,5.1575,6007.37491285665
-44.625,-64.875,1,0.5669444444444445,390.2919380385133
-42.375,-59.375,5,48.35319444444444,64798.62215290378
-41.875,-58.125,49,702.9243055555555,896339.2143876118
-45.375,-65.125,3,10.144027777777778,11703.462536436979
-37.875,-55.375,18,193.4141666666666,235021.58270784482
-39.125,-56.375,2,9.053472222222222,12097.156142072188
-44.875,-60.875,23,213.65722222222223,320037.08093857433
-48.125,-61.375,8,55.383333333333326,82827.39771684312
-44.125,-62.875,36,562.286527777778,553121.0846224151
-50.375,-68.125,3,8.434722222222227,16579.223167900207
-50.125,-67.875,2,4.751111111111111,9338.746354808665
-40.875,-57.125,35,359.6001388888889,447207.4668027056
-38.125,-55.625,12,35.99597222222222,46830.22034578518
-35.875,-55.875,26,118.69652777777779,65870.96137779242
-36.125,-55.875,2,18.310833333333335,11457.943984805985
-47.375,-64.875,1,0.4091666666666667,667.4928715768417
-43.375,-63.625,25,208.36819444444455,186911.8214951253
-43.875,-63.125,8,25.19041666666667,30749.528719818096
-41.625,-64.125,3,20.11847222222222,10212.765858239849
-45.375,-65.625,2,1.5818055555555555,3070.754519824911
-46.375,-66.625,3,17.082222222222228,19272.093074170825
-45.125,-65.375,1,0.39722222222222225,544.7100779040555
-46.875,-64.875,2,3.7147222222222216,5087.731390363033
-41.375,-58.625,1,1.1670833333333333,1600.4191554642587
-45.375,-65.375,9,15.294999999999993,14937.664089574804
-43.625,-61.625,1,1.416388888888889,1942.2913896732719
-44.375,-64.125,8,31.398333333333312,30094.594604328162
-46.875,-63.125,2,1.632499999999999,1584.4512546509968
-39.875,-55.125,16,104.64013888888886,81850.28032794542
-45.875,-62.375,3,14.823194444444445,22928.023738099284
-52.375,-65.125,8,50.063750000000006,56984.00492711788
-45.125,-61.375,7,68.23750000000001,85155.69111418868
-39.375,-55.875,4,31.999861111111112,55693.613325932725
-41.375,-60.875,7,32.73986111111111,25051.20235356734
-43.375,-61.625,1,0.7002777777777778,1839.2851830765721
-48.125,-61.625,2,9.955555555555556,19568.561117653335
-48.875,-67.125,1,0.8956944444444443,1014.4733041482845
-50.375,-68.125,2,9.236666666666668,10503.778460382544
-45.375,-63.875,8,24.595000000000006,28014.379560886468
-47.375,-62.375,25,156.69013888888898,186173.27135810035
-43.125,-59.625,3,15.853055555555558,21896.411392241633
-43.625,-59.875,2,16.854305555555555,23279.34869600948
-44.625,-61.125,2,7.1925,9934.358609088902
-52.625,-63.875,14,76.34833333333331,174577.40524641535
-48.625,-66.375,2,4.404583333333333,13367.855074446921
-42.375,-61.875,1,0.7261111111111112,849.0204553426779
-46.375,-65.875,50,368.24888888888864,276212.6747909132
-46.875,-65.125,5,17.790277777777778,13716.968879472046
-46.625,-67.125,2,2.1675,1683.5789784160877
-40.375,-56.875,4,12.179027777777778,19131.523484442023
-40.625,-57.375,6,37.86166666666667,55908.92060915403
-38.625,-56.875,1,3.962222222222222,5759.618655696267
-41.125,-57.625,5,27.48847222222222,39091.58569567934
-42.125,-58.875,1,6.983333333333334,10151.206744545998
-43.875,-59.625,1,1.1741666666666668,1740.8267100643502
-49.125,-61.125,2,8.31611111111111,10072.764280830806
-44.125,-63.125,9,73.32152777777779,125976.5250909802
-44.625,-63.375,5,31.180694444444438,53572.74534622082
-45.875,-63.125,1,12.28597222222222,21108.99942798183
-45.125,-62.625,7,34.328888888888905,58981.77879713105
-45.625,-63.375,2,10.708472222222218,18398.636259700277
-45.625,-63.625,1,6.130000000000002,10532.187779122605
-43.875,-64.125,1,0.7820833333333334,1343.7273288073084
-50.375,-64.625,4,24.210416666666667,31825.60807699777
-47.875,-63.375,5,29.84013888888889,38157.52468954676
-41.875,-58.125,17,169.9088888888889,177070.68638070519
-45.625,-62.125,10,75.03152777777777,114745.80516290311
-39.125,-60.625,2,9.806666666666665,5430.28632414372
-45.125,-64.375,7,8.975555555555559,10150.254169646416
-44.875,-63.875,13,73.24458333333331,85660.20957734523
-39.375,-61.375,4,27.82375,15406.960820332477
-39.625,-56.125,14,148.76333333333335,215361.48294085576
-45.125,-60.875,12,248.03500000000005,268576.5352099062
-51.125,-68.375,4,16.44333333333334,19780.452576182397
-50.375,-65.125,5,14.267638888888888,19583.449196078072
-44.625,-64.625,1,0.5151388888888889,523.02941163565
-56.375,-66.625,3,19.29069444444445,23573.824112340822
-55.125,-65.375,17,35.06833333333331,198925.1194318286
-44.875,-64.375,11,28.970972222222233,22233.954435021893
-44.375,-63.875,19,51.00777777777778,41638.55020224583
-42.875,-61.875,9,52.228194444444455,74257.9932211911
-49.875,-63.875,2,5.586527777777779,6358.747125702116
-52.375,-64.875,3,9.520555555555559,10836.571065624863
-40.625,-59.875,2,43.53472222222223,49371.17378590768
-39.125,-57.375,3,19.088194444444444,26130.68881617621
-50.875,-69.125,3,15.172777777777778,11211.092548037535
-45.375,-66.875,3,29.42166666666665,49114.30361863093
-45.125,-62.875,9,23.566249999999993,39339.71418974324
-45.375,-65.875,2,1.2215277777777778,2039.1260235552918
-45.375,-65.375,1,2.2236111111111105,3711.928099729416
-37.625,-55.625,2,6.800555555555555,9287.87391161696
-53.375,-63.375,4,9.295694444444447,32989.662952978906
-44.875,-63.375,1,6.654861111111111,4581.293045349183
-45.125,-63.375,2,10.597222222222223,7295.265769803666
-44.875,-63.125,8,41.92444444444443,54536.41817703093
-41.875,-62.125,1,3.8502777777777792,5212.008715868049
-50.625,-68.625,17,141.2511111111114,108404.05162280521
-54.625,-63.875,13,87.31472222222219,147915.81868253573
-53.375,-61.375,7,18.04263888888888,65693.44121393134
-53.125,-63.125,1,3.6691666666666674,13538.752597103245
-42.625,-59.375,1,3.1330555555555555,4645.0874054449505
-37.625,-55.875,1,1.4036111111111111,1924.7692473071277
-53.875,-63.875,33,175.41236111111158,659098.6554559486
-54.125,-63.625,23,80.16777777777827,462420.63044872833
-52.625,-63.625,6,11.932361111111113,27399.744587089946
-39.875,-61.875,1,4.260694444444445,2359.2920570722426
-46.875,-63.375,8,75.55138888888885,104352.39355397382
-52.375,-67.625,1,1.6906944444444445,1640.9328843684332
-43.625,-62.875,2,2.1040277777777776,1995.4362260254534
-50.375,-64.375,1,0.4045833333333333,1037.9417523767372
-41.875,-62.625,7,43.32347222222222,45227.87258631281
-42.875,-61.625,9,93.98333333333335,126581.27591397199
-43.375,-59.625,5,28.65152777777779,40041.30472661114
-44.125,-60.125,3,39.09541666666666,55917.132205695925
-40.625,-57.125,42,273.13055555555553,381321.85790484096
-46.125,-63.875,10,85.53472222222223,109257.37011029973
-44.875,-63.125,22,293.4069444444444,458700.4364757735
-45.375,-67.125,29,136.08055555555555,220990.88052689223
-44.375,-62.125,17,218.6454166666667,331176.44881729287
-41.625,-62.375,11,22.191805555555558,34658.6156814173
-45.375,-63.375,45,1428.082638888889,1964195.4297475307
-45.875,-62.625,6,24.16875,44812.81525476674
-38.625,-55.625,21,254.52236111111108,300749.25787430984
-43.125,-59.625,11,85.66763888888887,122575.26752109826
-37.625,-57.125,2,0.8854166666666666,1833.023435712507
-39.625,-56.625,7,147.64222222222222,167034.2323561968
-37.125,-56.375,6,39.451388888888886,24798.2925183329
-41.125,-60.875,14,95.48680555555553,87389.97113425905
-45.875,-61.625,10,40.34680555555555,45755.16269577835
-44.125,-60.875,2,8.317777777777776,9420.805898407887
-45.375,-61.125,4,11.567777777777781,14229.675660331559
-41.875,-60.875,21,211.17055555555535,278546.1785827562
-43.875,-59.875,15,130.2733333333333,176551.92676069218
-41.375,-60.125,48,401.2286111111111,543976.6895644353
-46.875,-61.875,41,236.9362500000001,462983.83250955655
-50.625,-68.625,77,927.2591666666661,1488473.7557541698
-50.625,-68.375,37,189.92152777777778,293087.9145364251
-47.125,-63.375,16,399.50208333333336,523999.4646404723
-48.125,-64.625,1,0.7833333333333333,883.7534550078334
-52.875,-64.875,7,24.707361111111112,59530.113551350005
-40.625,-59.125,10,44.47805555555556,52033.32266509803
-43.625,-61.125,2,7.088611111111112,7089.578542933183
-44.875,-60.375,25,447.42750000000035,501409.6086482781
-44.375,-61.125,11,53.21458333333332,70235.77308011767
-38.125,-57.625,4,2.684166666666668,2327.6019868560534
-42.375,-60.125,1,5.247777777777777,8990.57194855031
-42.875,-58.875,11,59.529583333333306,92673.185430131
-42.375,-60.875,3,16.84305555555556,21627.869857059024
-41.625,-58.375,25,199.85791666666663,252230.36439208605
-35.625,-56.625,12,58.92652777777775,30402.051944030383
-42.875,-60.875,1,1.0273611111111112,1408.818337851853
-46.125,-62.125,11,143.70152777777784,194644.7356501323
-35.875,-56.125,3,12.29013888888889,7690.5141557934485
-45.875,-67.125,1,1.275,1321.967304795
-44.125,-63.625,27,194.48305555555578,226338.84732957033
-47.375,-61.625,18,78.00708333333331,160167.20884788356
-43.125,-63.125,11,79.44458333333331,78811.43048941935
-43.375,-62.125,1,0.18777777777777777,257.4993095546444
-47.125,-64.375,8,83.15555555555558,91716.14804094736
-52.875,-67.125,1,4.720972222222222,5498.914220469391
-46.625,-65.125,5,13.560833333333324,13656.49365321388
-45.875,-63.375,8,42.65388888888888,53321.31433607774
-45.375,-65.625,1,2.658333333333333,3645.367444434834
-42.625,-61.125,1,0.8277777777777777,1135.1300924154443
-37.875,-57.625,8,41.07166666666666,32286.839206123324
-46.375,-63.375,2,2.4283333333333332,3104.248089524217
-55.375,-65.875,1,1.6355555555555554,1279.3434922358044
-46.875,-64.375,1,0.6263888888888889,847.92436723775
-45.875,-62.125,5,38.94958333333334,49355.00258325832
-40.875,-59.125,1,1.8968055555555554,2601.0858510264634
-49.625,-67.125,14,81.34902777777788,92216.23213120385
-51.625,-68.625,2,3.6665277777777785,4082.0653634463843
-50.875,-68.625,31,153.7072222222222,174697.64472370336
-48.375,-62.875,2,9.106944444444443,10356.689018686597
-43.875,-63.375,13,65.97777777777789,77215.37587297948
-43.625,-64.375,1,0.9236111111111112,858.2708742975694
-45.375,-63.125,6,23.102361111111104,35753.10075347269
-40.625,-59.625,2,14.464861111111109,19979.02224656822
-47.125,-61.625,1,5.620833333333334,7763.555650365499
-37.625,-55.375,2,13.953611111111112,19272.878230037564
-41.375,-60.625,4,17.336111111111116,23380.20898404577
-43.875,-62.375,2,4.843888888888889,8086.021511940232
-49.375,-65.875,2,1.149722222222222,1742.7121185136402
-44.125,-61.875,1,0.7905555555555556,924.3734567349891
-42.375,-61.625,2,11.631666666666666,13600.567156472567
-43.375,-64.875,1,3.310694444444444,3076.4816286663404
-46.375,-67.125,6,9.165694444444446,7119.340479470258
-49.625,-66.625,14,103.23611111111111,129810.42959704295
-48.375,-62.875,11,54.90861111111113,63045.28590975408
-43.125,-60.875,1,1.3470833333333334,2647.816326452563
-45.125,-60.375,10,98.93652777777783,165812.9264931973
-42.625,-59.875,1,0.37555555555555553,629.4132928064223
-43.625,-63.625,7,54.06291666666669,92887.5677357896
-43.375,-63.875,5,16.570138888888884,28469.790261650847
-46.125,-63.375,3,7.196944444444444,12365.345893116162
-43.625,-63.125,2,13.375416666666665,22980.815653725844
-37.625,-54.625,2,4.865555555555556,5093.6163119825
-41.625,-61.875,2,2.752638888888889,4595.047033637558
-56.625,-66.875,4,17.223472222222227,21047.614741904006
-44.125,-63.875,11,103.87152777777783,112032.45187732142
-41.625,-61.625,1,0.34708333333333335,381.4392765124667
-48.125,-61.375,4,29.74319444444444,37668.07989238569
-47.875,-62.625,1,3.8302777777777783,3685.0768031526322
-46.625,-63.375,9,111.4248611111111,144279.39566976804
-44.625,-61.125,4,41.40958333333332,61290.618734686854
-44.625,-61.375,3,39.196666666666665,59962.355025147306
-37.625,-57.125,1,0.19569444444444445,299.3698381042625
-52.125,-65.875,2,9.141111111111112,10404.676449424722
-47.375,-63.875,1,5.844305555555558,6458.37458093967
-44.125,-62.875,23,131.38972222222247,219332.0583330795
-45.375,-66.875,2,18.60097222222222,19286.178129551194
-55.125,-66.625,2,1.5965277777777778,4144.513903772895
-55.125,-65.875,35,197.58472222222017,1139700.4426180318
-45.625,-61.125,1,0.7406944444444444,789.3886304601875
-46.875,-63.875,3,6.237638888888889,7718.948544185906
-49.625,-67.125,6,18.627499999999987,14295.791769137997
-49.125,-66.875,2,10.374166666666662,7961.719309891247
-53.875,-62.625,19,73.2583333333334,262511.8560683094
-53.625,-62.375,11,23.893333333333317,86809.53198459896
-44.875,-64.875,2,8.375,6505.178290304376
-38.125,-56.375,1,0.5013888888888889,687.5536298019722
-39.125,-55.875,1,1.4537499999999999,1993.5246102873248
-49.375,-63.875,19,71.4365277777778,177487.76251351784
-39.375,-57.875,2,10.219305555555556,16204.971070393982
-38.125,-55.375,2,20.548888888888875,32584.81196818292
-53.375,-66.625,2,4.361666666666666,4233.291407270703
-52.125,-67.875,1,0.58375,566.5687105069024
-50.875,-68.875,6,12.773194444444442,9921.42175496554
-43.625,-62.625,1,6.401111111111112,6070.741618922774
-45.875,-65.125,12,128.76805555555555,149987.0065965634
-42.125,-60.375,1,18.229861111111113,28385.066330838832
-41.125,-59.625,5,8.156805555555554,10236.413090025702
-39.375,-58.375,10,115.45027777777779,185838.09569756102
-39.875,-57.625,1,0.7323611111111111,953.6370589426987
-38.875,-57.875,1,0.34472222222222226,208.89273755273751
-41.625,-58.625,11,71.29652777777778,147940.68351304182
-47.125,-65.125,4,9.629583333333333,11619.15431137243
-44.375,-62.375,25,254.40374999999997,385720.1177992761
-44.625,-63.375,43,688.4365277777779,934143.0377040445
-46.375,-63.375,15,133.44902777777776,182639.7897241152
-43.625,-63.875,56,2052.7241666666673,2715004.3485368467
-39.625,-58.125,4,37.94583333333333,44117.82978812202
-40.875,-60.375,3,6.710416666666666,11302.838370657266
-39.375,-58.875,10,53.91125,69354.22443031456
-42.875,-64.375,2,1.2697222222222222,2261.9060811831655
-43.625,-65.125,22,199.53847222222217,0
-36.375,-55.125,13,79.95555555555555,44640.44692026635
-39.125,-56.125,42,387.9066666666667,670937.8197777037
-38.625,-57.375,1,1.6097222222222223,2082.1299781079724
-43.125,-59.375,17,127.95277777777778,157903.50813090013
-46.625,-61.375,9,58.286944444444444,66179.49257548997
-38.875,-58.625,3,10.89736111111111,6603.518566126243
-44.625,-61.375,47,322.2779166666667,427166.031951195
-44.875,-62.125,1,0.8544444444444445,1554.9945181829555
-45.375,-61.625,45,281.56680555555556,436075.5891803116
-44.625,-64.375,8,14.4675,9478.477997575841
-43.875,-60.375,2,1.0979166666666669,2035.5564968926549
-40.875,-57.625,10,91.05250000000001,118253.85965129928
-42.375,-58.875,31,269.76902777777775,424423.1231495795
-47.625,-61.375,13,137.64583333333331,201355.64588886968
-50.375,-68.375,5,11.734027777777778,22288.80572411067
-50.375,-67.875,1,1.6349999999999998,3213.743045159249
-40.125,-56.875,24,170.94375000000002,187866.7729770492
-43.125,-64.375,2,16.440000000000005,3194.52677303112
-45.125,-62.375,9,108.82027777777776,192660.06517416972
-45.375,-62.375,10,73.23944444444444,125629.77739637217
-45.125,-65.875,1,2.4558333333333335,3367.6795795452826
-44.375,-60.875,17,176.98027777777776,264143.5196021894
-46.375,-61.375,19,99.19319444444443,185188.27466922876
-57.375,-66.625,5,44.29388888888892,34647.00315640908
-40.625,-56.625,8,32.70597222222222,27858.377019570697
-39.125,-55.125,1,1.6883333333333332,1320.6266551985766
-37.125,-55.625,1,9.968194444444444,6237.5650247539425
-40.625,-58.875,1,2.03625,2792.3057525004747
-49.125,-63.375,6,27.676944444444427,54401.58270311456
-47.875,-63.875,5,16.211666666666666,18361.510614576586
-42.875,-64.875,3,4.3220833333333335,4617.970655896057
-45.625,-63.625,10,29.197361111111118,37614.72903834476
-43.875,-60.125,1,11.512499999999998,15901.1892230985
-42.375,-58.375,1,1.21,1793.9534301018002
-44.125,-59.875,1,0.5079166666666667,566.1491055645918
-42.625,-64.875,4,33.549027777777766,56004.20788719188
-42.125,-58.625,3,19.698611111111106,27207.934220196166
-48.125,-63.875,4,15.030416666666667,20956.33201373587
-38.125,-57.625,1,0.38791666666666663,453.5795967429419
-43.375,-64.875,2,3.259027777777778,3810.6857277383197
-46.875,-64.875,3,8.50236111111111,6604.104467621277
-45.625,-66.625,7,18.22541666666667,12414.710528106432
-45.375,-61.875,3,24.216111111111115,36092.868353963226
-48.875,-63.625,21,168.24125000000012,190642.13891320195
-45.125,-60.875,1,3.158194444444445,5292.984047753411
-39.625,-60.375,1,1.586111111111111,802.3130606884667
-44.875,-62.375,2,5.666666666666667,12015.182575067069
-47.625,-65.875,3,10.719444444444447,18417.488054936613
-42.375,-61.125,1,4.607638888888889,7916.560847661596
-43.125,-62.375,1,14.496527777777777,24907.03959230382
-43.125,-62.875,1,6.726805555555555,11557.582261787313
-46.125,-60.875,11,48.55694444444442,95958.49777670202
-42.375,-58.875,12,75.66583333333332,81646.95737046761
-42.125,-58.125,1,4.663333333333334,5069.294479621567
-44.375,-64.125,2,6.459583333333334,6558.52653161565
-54.875,-65.125,3,11.121666666666668,33681.12568892702
-50.125,-63.875,4,19.811805555555548,22550.36878765331
-48.625,-63.875,1,5.657222222222222,6439.213582380695
-49.875,-66.875,1,4.442916666666667,5057.05595813552
-47.125,-61.125,2,18.056111111111107,21560.89322575692
-39.625,-58.125,3,14.483055555555556,20877.176565004018
-43.625,-59.625,2,14.614166666666668,16573.40452416903
-43.125,-59.125,1,11.981111111111112,13587.350248739964
-42.375,-58.875,2,6.779027777777777,8815.427730778583
-44.125,-63.375,20,110.97847222222242,185259.06236403954
-45.625,-62.625,2,0.7298611111111112,1218.3749009417918
-43.125,-62.875,1,1.2929166666666663,2158.297231753975
-41.875,-63.375,1,1.48,2003.4328286664
-49.375,-66.625,3,4.072500000000004,3125.465681375091
-54.625,-61.625,2,5.597500000000001,19748.575772823187
-53.875,-61.875,27,80.49569444444454,297018.7487300518
-54.375,-62.875,8,19.985277777777767,73743.10190807692
-39.375,-57.125,1,3.5320833333333335,4843.539157754558
-38.375,-56.125,1,1.253888888888889,1719.4554487125224
-38.875,-57.375,1,1.1447222222222222,1569.7554063235054
-52.875,-63.625,2,5.269583333333333,30395.803834761868
-52.875,-63.375,1,0.3651388888888889,2106.1798129092263
-44.125,-61.875,4,47.29527777777775,51976.78714433143
-43.125,-61.625,1,18.274305555555554,28977.956598854144
-47.375,-63.125,2,6.712777777777777,9271.761099418467
-52.125,-63.375,1,0.3747222222222222,959.1011079877138
-43.375,-63.875,1,5.0475,4786.99210021896
-50.375,-64.625,2,4.35291666666667,11167.22707217279
-45.625,-64.875,1,0.8125,1118.7850234599998
-43.625,-61.625,1,4.2837499999999995,7638.395204406862
-39.375,-58.125,7,52.91777777777777,89176.29968150158
-41.875,-60.125,83,1671.8991666666673,2298645.3308559936
-40.125,-58.875,8,40.39208333333333,43781.82916429006
-39.875,-57.875,1,4.16736111111111,4939.5536367525
-42.625,-61.125,2,3.1487499999999997,4439.977659276617
-41.875,-59.875,5,41.06347222222229,59691.2357293603
-39.125,-57.875,1,4.845555555555555,3548.6109898393
-41.375,-58.625,5,16.565694444444446,29494.62092137403
-40.625,-58.375,7,68.31444444444443,65964.52074135107
-43.125,-64.125,4,18.806944444444447,26071.045492256213
-45.125,-65.875,7,59.31444444444441,100535.46165820355
-43.625,-63.375,56,1533.5808333333337,2284684.51795311
-44.125,-61.875,16,786.4309722222221,1239125.0436993702
-39.875,-57.875,3,10.71736111111111,13827.39622588976
-44.875,-63.875,40,649.5611111111108,753377.4724519141
-39.625,-58.625,3,22.155694444444446,32117.065364578306
-45.375,-66.625,3,28.362500000000004,41167.55261694716
-41.375,-61.625,7,32.49458333333333,37926.38067215124
-48.875,-60.875,2,9.616111111111111,10923.057675938348
-40.875,-58.875,23,211.61527777777778,262057.03953373895
-41.875,-59.375,7,5.682361111111111,9530.321937814017
-46.375,-65.625,7,95.85527777777779,181649.11639950512
-50.375,-67.875,2,10.90263888888889,13379.575193597873
-52.125,-63.625,7,12.331249999999997,28138.40300343542
-41.375,-62.375,4,10.497638888888888,16919.975946214898
-43.125,-60.125,4,29.039444444444438,41089.56047980944
-44.125,-59.875,19,138.01666666666665,155709.93947772234
-42.625,-60.875,4,12.170555555555556,16932.45041262389
-42.375,-60.375,7,62.3943055555556,72123.95959076898
-43.125,-61.875,8,66.43527777777777,112949.40043764941
-40.875,-57.875,11,84.81999999999998,116712.10962945888
-43.125,-59.875,22,253.8080555555556,369243.87211852195
-41.375,-59.875,1,5.069166666666668,5510.457169324159
-34.625,-57.875,1,5.476388888888886,12500.30312456004
-47.875,-65.625,2,0.6827777777777778,951.4822922481416
-44.375,-60.125,12,264.1440277777779,397772.8715465753
-45.375,-60.875,16,107.84597222222219,153840.73578598848
-45.125,-60.625,15,142.41069444444446,228669.83663575104
-46.375,-62.125,5,45.37347222222222,55690.87218141201
-45.875,-62.625,8,33.45986111111111,56070.47782540924
-47.625,-61.875,3,14.532222222222224,16186.128016375184
-43.625,-63.875,20,244.68597222222252,251175.51491252164
-40.875,-60.625,1,4.929305555555555,6759.547333878614
-45.625,-66.625,5,24.847083333333334,39651.13789690877
-44.125,-64.375,4,8.360555555555555,7539.185121380005
-52.625,-67.625,1,1.6501388888888888,1922.0558339971417
-47.875,-61.375,12,41.964444444444446,95740.20268605303
-42.125,-60.125,1,0.8431944444444445,1156.270938096336
-44.875,-65.125,1,0.5566666666666666,763.3559413424666
-45.625,-64.875,8,13.99333333333332,13980.088675492725
-41.125,-56.375,3,11.222222222222223,8778.104124715777
-54.875,-65.875,2,9.12736111111111,7139.488474801325
-46.625,-65.375,2,4.016666666666666,3898.4456597334333
-46.375,-61.375,3,21.975,20164.110401605583
-47.125,-63.375,19,418.2947222222224,458678.75298768806
-48.125,-63.625,5,30.37208333333333,34535.14627012682
-48.125,-62.375,5,50.45527777777778,57407.67294431993
-52.625,-64.625,3,10.538055555555559,11977.250249137822
-39.125,-56.625,1,2.4593055555555554,3726.7128469542663
-44.375,-62.875,12,58.266388888888876,76948.21419374597
-43.375,-63.375,9,36.43138888888889,48333.95978599075
-43.375,-62.625,1,16.140555555555544,18438.96412150999
-47.375,-62.125,11,31.517361111111114,53322.064572999785
-41.875,-60.125,15,65.08513888888888,90468.39844997179
-37.875,-57.375,5,5.171944444444444,6699.642051349913
-45.125,-61.125,2,23.73263888888889,32779.77691515208
-41.375,-60.625,3,9.814861111111112,14457.987332125093
-40.375,-59.375,1,2.7579166666666666,3809.2642586930497
-41.375,-60.375,3,16.20722222222222,22526.445715839134
-38.125,-56.625,1,5.873333333333333,8112.3113749112
-42.875,-58.875,1,0.6623611111111111,982.0206506147251
-43.375,-63.875,4,26.19944444444444,30634.243040172416
-41.625,-62.375,1,4.705,5501.4186964783
-43.375,-62.375,1,1.730694444444444,2679.76170867959
-46.125,-67.125,7,15.333888888888891,11910.409684291279
-46.625,-66.875,4,18.03458333333334,14008.140892499716
-37.375,-55.375,1,7.890972222222222,12487.94895513856
-37.625,-55.125,8,67.05375000000001,103766.73694380745
-39.375,-56.375,6,89.09777777777778,119727.35196358411
-46.875,-63.625,7,75.91236111111115,107997.51479541835
-42.375,-58.875,6,28.51166666666667,39803.04177826486
-44.375,-61.375,1,2.047361111111111,2612.9001930424347
-48.375,-62.625,14,117.32277777777787,141977.39875270592
-42.375,-58.875,3,20.53097222222222,34408.93534856653
